"New Memo for #%s","Nová poznámka pro %s"
"New Page","Vytvořit novou stránku"
"New Password","Nové heslo"
"New Poll","Vytvořin novou anktetu"
"New Profile","Nový profil"
"New Rate","Nová sazba"
"New Rating","Nové hodnocení"
"New Review","Nová recenze"
"New Role","Přidat novou roli"
"New Rule","Přidat nové pravidlo"
"New Search","Nové hledání"
"New Set","Nová množina"
"New Shipment","Nová zásilka"
"New Sitemap","Nová mapa stránek"
"New Store View","Nový pohled obchodu"
"New System Template","Nová systémová šablona"
"New Tag","Nový štítek"
"New Template","Nová šablona"
"New User","Nový uživatel"
"New Variable","Vytvořit novou proměnnou"
"New Website","Nové webové stránky"
"New admin password","Nové heslo administrátora"
"Newsletter","Novinky"
"Newsletter Problems","Problémy zpravodaje"
"Newsletter Queue","Fronta zpravodaje"
"Newsletter Subscribers","Odběratelé zpravodaje"
"Newsletter Templates","Šablona zpravodaje"
"Next month (hold for menu)","Příští měsíc (podržte pro menu)"
"Next page","Další"
"Next year (hold for menu)","Příští rok (podržte pro menu)"
"No","Ne"
"No (price without tax)","Ne (cena bez daní)"
"No Data Found","Nenalezena data"
"No Templates Found","Nenalezeny šablony"
"No change","Žádné změny"
"No customer id defined.","Není definováno zákazniceké ID."
"No information available.","Žádné dostupné informace."
"No profile loaded...","Profil nenačten."
"No records found for this period.","Nenalezen záznam pro toto časové období."
"No records found.","Nenalezen záznam."
"No report code specified.","Nespecifikován kód zprávy."
"No search keywords.","Nenalezeno klíčové slovo."
"No search modules were registered","Modul vyhledávání není registrován"
"No wishlist item id defined.","Nedefinováno žádné id položky seznamu přání."
"None","Žádné"
"Note:","Poznámka:"
"Notes","Poznámky"
"Notifications","Upozornění"
"Number of Orders","Počet objednávek"
"Number of Uses","Počet uživatelů"
"Number of records:","Počet záznamů:"
"Old rate:","Stará sazba:"
"On my website","Na mých stránkách"
"Once you log into your Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Jakmile se přihlásíte ke svému účtu Payflow Link, přejděte do Service Setting - Hosted Checkout Pages - Set up menu a nastavte možnosti popsané níže"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","Jeden nebo více souborů se nepodařilo synchronizovat během procesu synchronizace médií. Prohlédněte si logy pro zjištění podrobností."
"One or more of the Cache Types are invalidated:","Jedna nebo více typů vyrovnávací paměti je neplatná:"
"Online Customers","Online zákazníci"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Pouze atributy s možností ""Global"", vstupním typem ""Rozbalovací nabídka"" a použitelné pro konfigurovatelný produkt ""Ano"" jsou dostupné."
"Only mapped fields","Pouze přiřazená pole"
"Optional","Volitelný"
"Options","Možnosti"
"Options menu items","Možnosti položky menu"
"Order #%s","Objednávka %s"
"Order #%s (%s)","Objednávka č:%s (%s)"
"Order Created Date","Datum vytvoření objednávky"
"Order ID","ID Objednávky"
"Order Totals","Objednávka celkem"
"Order Updated Date","Datum aktualizace objednávky"
"Order Updated Date report is real-time, does not need statistics refreshing.",""
"Order cannot be placed.","Objednávka nemůže být zadána."
"Orders","Objednávky"
"Original Magento attribute names in first row:","Původní jména Magento vlastností v prvním řádku:"
"Out of stock","Vyprodáno"
"PDT (Payment Data Transfer) Only","Pouze PDT (Payment Data Transfer)"
"Package","Balík"
"Package Extensions","Rozšíření balíčků"
"Packages","Balíčky"
"Page","Stránka"
"Pages","Stránky"
"Parent Product Thumbnail","Náhled nadřazeného produktu"
"Parent Transaction ID","ID nadřazené transakce"
"Passive mode","Pasivní mód"
"Password","Heslo"
"Password Confirmation","Potvrzení hesla"
"Password confirmation must be same as password.","Potvrzení hesla se musí shodovat s heslem."
"Password must be at least of %d characters.","Heslo musí být delší než %d znaků."
"Password must include both numeric and alphabetic characters.","Heslo musí obsahovat čísla a písmena."
"Password:","Heslo:"
"Path","Cesta"
"Path:","Cesta:"
"Payment method instance is not available.","Platební metoda není dostupná."
"Payment method is not available.",".Platební metoda není dostupná"
"Payment method must be specified.","Musí být vybrána platební metoda."
"Pending Reviews","Čekající recenze"
"Pending Tags","Čekající štítky"
"Per Item","Na položku"
"Per Order","Na objednávku"
"Percent","Procent"
"Performed At","Provedeno v"
"Period","Období"
"Permanent (301)","Trvalé (301)"
"Permissions","Oprávnění"
"Personal Information","Osobní informace"
"Phone:","Telefon:"
"Please Select","Prosím vyberte"
"Please confirm site switching. All data that hasn't been saved will be lost.","Potvrďte změnu stránek. Všechna neuložená data budou ztracena."
"Please continue with placing order.","Prosím pokračujte v odeslání objednávky."
"Please enter 6 or more characters.","Zadejte prosím 6 nebo více znaků."
"Please enter a number greater than 0 in this field.","Do tohoto pole prosím vložte číslo větší než 0."
"Please enter a valid $ amount. For example $100.00.","Vložte prosím platný obnos $. Například $100,00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Vložte prosím platnou URL. Například http://www.example.com nebo www.example.com"
"Please enter a valid URL. http:// is required","Vložte prosím platnou URL. http:// je povinné."
"Please enter a valid credit card number.","Vložte prosím platné číslo kreditní karty."
"Please enter a valid date.","Vložte prosím platné datum."
"Please enter a valid email address. For example johndoe@domain.com.","Vložte prosím platnou emailovou adresu. Například johndoe@domain.com."
"Please enter a valid email.","Vložte prosím platný email."
"Please enter a valid number in this field.","Zadejte prosím do tohoto pole platné číslo."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Vložte prosím platné telefonní číslo. Například (123) 456-7890 nebo 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Vložte prosím platné číslo sociálního pojištění. Například 123-45-6789."
"Please enter a valid value from list","Vložte prosím platnou hodnotu ze seznamu"
"Please enter a valid value, ex: 10,20,30","Vložte prosím platnou hodnotu. Například: 10, 20, 30"
"Please enter a valid zip code.","Zadejte prosím platné PSČ."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Zadejte prosím platné PSČ. Například 10000."
"Please enter another credit card number to complete your purchase.","Vložte prosím číslo jiné kreditní karty pro dokončení objednávky."
"Please enter valid password.","Vložte prosím platné heslo."
"Please make sure that all global admin search modules are installed and activated.","Ujistěte se, že globální administrátorský vyhledávací modul je instalován a aktivován."
"Please make sure that your changes were saved before running the profile.","Ujistěte se, že jsou Vaše změny uloženy před spuštěním profilu."
"Please make sure your passwords match.","Ujistěte se prosím, že hesla souhlasí."
"Please select State/Province.","Vyberte prosím stát/provincii."
"Please select a customer.","Vyberte zákazníka."
"Please select a store.","Vyberte obchod."
"Please select an option.","Vyberte prosím možnost."
"Please select catalog searches.","Vyberte vyhledávání v katalogu."
"Please select customer(s).","Vyberte zákazníky."
"Please select message(s).","Vyberte zprávy."
"Please select one of the above options.","Vyberte prosím jednu z uvedených možností"
"Please select one of the options.","Vyberte prosím jednu z možností."
"Please select review(s).","Vyberte recenze."
"Please select tag(s).","Vyberte štítky."
"Please specify at least start or end date.","Prosím vyberte počáteční nebo koncové datum."
"Please specify the admin custom URL.","Zadejte vlastní URL administrátorského rozhraní."
"Please try to logout and sign in again.","Prosím zkuste se odhlásit a přihlásit znovu."
"Please use in this field only ""a-z,0-9,_"".","Lze použít pouze ""a-z, 0-9, _"" "
"Please use letters only (a-z) in this field.","V tomto poli prosím použijte pouze písmena (a-z)."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","V tomto poli prosím použijte pouze číslice. Vyhněte se mezerám a ostatním znakům, jako jsou tečky a čárky."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","V tomto poli prosím použijte pouze písmena (a-z), nebo číslice (0-9). Nejsou povoleny mezery ani jiné znaky."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","V tomto poli prosím použijte pouze písmena (a-z), číslice (0-9), mezery, nebo #."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Použijte prosím tento formát data: dd/mm/rrrr. Například 17/03/2006 pro 17. března, 2006."
"Please wait while the indexes are being refreshed.","Prosím počkejte, než se obnoví indexy."
"Please wait, loading...","Čekejte prosím, načítá se..."
"Please wait...","Prosím čekejte..."
"Please, add some answers to this poll first.","Nejprve přidejte nějaké odpovědi pro tuto anketu."
"Please, select ""Visible in Stores"" for this poll first.","Nejprve označte v obchodě anketu za viditelnou."
"Poll Manager","Správce anket"
"Polls","Ankety"
"Popular","Oblíbené"
"Position of Watermark for %s","Pozice vodoznaku pro %s"
"Pregenerated product images files.","Předgenerované obrázky produktu."
"Preset Theme","Přednastavené téma"
"Prev. month (hold for menu)","Předchozí měsíc (podržte pro menu)"
"Prev. year (hold for menu)","Předchozí rok (podržte pro menu)"
"Preview","Náhled"
"Preview Template","Náhled šablony"
"Previous page","Předchozí"
"Price","Cena"
"Prices","Ceny"
"Price alert subscription was saved.","Upozornění na změnu ceny bylo uloženo."
"Price:","Cena:"
"Processed <strong>%s%% %s/%d</strong> records","Zpracováno <strong>%s%% %s/%d</strong> záznamů"
"Product","Produkt"
"Product Name3 ","Název produktu3 "
"Product Name3 1","Název produktu3 1"
"Product Name3 2","Název produktu3 2"
"Product Reviews","Recenze produktu"
"Product Thumbnail Itself","Náhled produktu"
"Product is not loaded.","Produkt není načten."
"Product:","Produkt:"
"Products","Produkty"
"Products Bestsellers Report","Sestava nejprodávanějších produktů"
"Products Ordered","Objednané produkty"
"Products in Carts","Produkty v košíku"
"Profile Action","Akce profilu"
"Profile Actions XML","Události XML"
"Profile Direction","Kontrola profilu"
"Profile History","Historie profilu"
"Profile Information","Informace o profilu"
"Profile Name","Jméno profilu"
"Profile Payments","Profil plateb"
"Profile Schedule","Profil harmonogramu"
"Profile Wizard","Průvodce profilem"
"Profiles","Profily"
"Promo","Ukázka"
"Promotions","Propagace"
"Purchased Item","Zakoupené položky"
"Qty","Množství"
"Qty:","Množství:"
"Quantity","Množství"
"Queue Refresh","Obnovit frontu"
"Queued... Cancel","Ve frontě... Zrušit"
"Radio Buttons","Přepínač"
"Rates","Sazby"
"Read details","Číst podrobnosti"
"Rebuild","Přegenerovat"
"Rebuild Catalog Index","Přegenerovat index katalogu"
"Rebuild Flat Catalog Category","Přegenerovat Flat katalog kategorií"
"Rebuild Flat Catalog Product","Přegenerovat Flat katalog produktů"
"Recent Orders","Poslední objednávky"
"Recent statistics have been updated.","Nejnovější statistiky byly aktualizovány."
"Recurring Profile","Opakované profily"
"Recurring Profile View","Opakovaná zobrazení profilu"
"Recursive Dir","Rekurzivně adresáře"
"Redirect","Přesměrování"
"Reference","Odkaz"
"Reference ID","ID odkazu"
"Refresh","Obnovit"
"Refresh Now*","Obnovit nyní*"
"Refresh Statistics","Obnovit statistiky"
"Region/State","Kraj/Stát"
"Regular Price:","Běžná cena:"
"Release","Verze"
"Release Stability","Stabilita verze"
"Release Version","Vydaná verze"
"Remote FTP","Vzdálené FTP"
"Remove","Odstranit"
"Reports","Reporty"
"Request Path","Požadovaná cesta"
"Required","Vyžadováno"
"Required settings","Vyžadované nastavení"
"Reset","Vynulovat"
"Reset Filter","Resetovat filtr"
"Reset Successful","Úspěšně vymazáno"
"Resize","Změnit velikost"
"Resource Access","Přístup ke zdrojům"
"Resources","Zdroje"
"Results","Výsledky"
"Retrieve Password","Získat heslo"
"Return Html Version","Vrátit HTML verzi"
"Return URL: ","Návratová URL:"
"Revenue","Příjem"
"Reviews","Hodnocení"
"Reviews and Ratings","Recenze a hodnocení"
"Rewrite Rules","Pravidla přepisu (rewrite)"
"Role ID","ID Role"
"Role Info","Info o roli"
"Role Information","Informace o roli"
"Role Name","Jméno role"
"Role Resources","Zdroje role"
"Role Users","Uživatelské role"
"Roles","Role"
"Roles Resources","Zdroje role"
"Rotate CCW","Rotovat doleva"
"Rotate CW","Rotovat doprava"
"Run","Spustit"
"Run Profile","Spustit profil"
"Run Profile Inside This Window","Spustit profil uvnitř tohoto okna"
"Run Profile in Popup","Spustit profil v novém okně"
"Running... Kill","Běží... Zabít"
"Set Product as New from Date","Nastavit produkt jako nový od"
"Set Product as New to Date","Nastavit produkt jako nový do"
"SKU","SKU"
"SKU:","SKU:"
"SORT BY:","Třídit dle:"
"SSL Error: Invalid or self-signed certificate","SSL chyba: Špatný nebo nedůvěryhodný certifikát"
"Sales","Prodej"
"Sales Report","Report prodejů"
"Samples","Ukázka"
"Save","Uložit"
"Save & Generate","Uložit a vygenerovat"
"Save Account","Uložit účet"
"Save Cache Settings","Uložit nastavení cache"
"Save Config","Uložit nastavení"
"Save Currency Rates","Uložit sazby měn"
"Save Profile","Uložitprofil"
"Save Role","Uložit roli"
"Save Template","Uložit šablonu"
"Save Theme","Uložit téma"
"Save User","Uložit uživatele"
"Save and Continue Edit","Uložit a pokračovat v úpravách"
"Screens:","Obrazovek:"
"Search","Hledání"
"Search Index","Vyhledávací index"
"Search Term","Hledaný výraz"
"Search Terms","Vyhledávané termíny"
"Select","Vybrat"
"Select All","Vybrat vše"
"Select Category","Vybrat kategorii"
"Select Date","Vybrat datum"
"Select Range","Vyberte rozsah"
"Select Template","Vybrat šablonu"
"Select Visible","Označit viditelné"
"Select date","Vybrat datum"
"Selected allowed currency ""%s"" is not available in installed currencies.","Vybrané povolené měny ""%s"" nejsou dostupné v nainstalovaných měnách."
"Selected base currency is not available in installed currencies.","Vybraná výchozí měna není dostupná v instalovaných měnách."
"Selected default display currency is not available in allowed currencies.","Vybraná výchozí zobrazovaná měna není dostupná v povolených měnách."
"Selected default display currency is not available in installed currencies.","Vybraná výchozí zobrazovaná měna není dostupná v instalovaných měnách."
"Self-assigned roles cannot be deleted.","Přiřazené role nemohou být smazány."
"Sender","Odesilatel"
"Separate Email","Oddělené emaily"
"Shipment #%s comment added","Komentář k zásilce %s přidán"
"Shipment #%s created","Zásilka #%s vytvořena"
"Shipment Comments","Komentář k zásilce"
"Shipment History","Historie zásilky"
"Shipments","Zásilky"
"Shipping","Přeprava"
"Shipping Address","Dodací adresa"
"Shipping Address: ","Dodací adresa: "
"Shipping Origin","Původ zásilky"
"Shipping Price","Cena přepravy"
"Shipping address selection is not applicable","Vybraná adresa doručení není použitelná"
"Shipping method must be specified.","Musí být vybrána metoda přepravy."
"Shipping method selection is not applicable","Vybraná metoda doručení není použitelná"
"Shopping Cart","Nákupní košík"
"Shopping Cart Price Rules","Pravidla nákupního košíku"
"Shopping Cart from %s","Nákupní košík od %s"
"Show By","Zobrazit dle"
"Show Report For","Ukázat zprávu pro"
"Show Reviews","Zobrazit recenze"
"Show confirmation page: ","Zobrazit potvrzující stránku: "
"Silent Post URL:","Tichý příspěvek URL:"
"Sitemap Information","Informace o mapě stránek"
"Size for %s","Velikost pro %s"
"Skip Category Selection","Přeskočit výběr kategorie"
"Small Image","Malý obrázek"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Některé z položek v této objednávce má rozdílnou fakturu a způsob doručení. Zásilku můžete vyrobit až po vystavení faktury."
"Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order.","Některé z objednaných položek již neexistují v katalogu a budou odstraněny pokud budete upravovat objednávku."
"Some other FAQ","Některé další FAQ"
"Sorry, this feature is coming soon...","Omlouváme se, tato funkce bude teprve dodělána..."
"Sort Order","Pořadí"
"Special Price:","Akční cena:"
"Special Price From Date","Akční cena od data"
"Special Price To Date","Akční cena do data"
"Specific Countries","Specifikujte Země"
"Specified","Specifikovaný"
"Specified profile does not exist.","Vybraný profil neexistuje."
"Spreadsheet Name:","Jméno sešitu:"
"Start Date","Start Datum"
"Start/Reset Validation...","Spustit/obnovit ověřování..."
"Starting profile execution, please wait...","Spouštím profil, prosím čekejte..."
"State/Province:","Kraj/Region:"
"Static Blocks","Statické bloky"
"Status","Stav"
"Status:","Stav:"
"Stock Quantity:","Množství na skladu:"
"Stock notification was saved.","Upozornění pro sklad uloženo."
"Store","Obchod"
"Store Email Addresses Section","Emailové adresy obchodu"
"Store View","Obchod Pohled"
"Store:","Obchod:"
"Stores","Obchody"
"Subject","Předmět"
"Submit","Odeslat"
"Subpackage cannot be conflicting.","Část balení nesmí způsobovat konflikty."
"Subtotal","Součet"
"Switch/Solo card issue number: %s","Přepínač/Samostatné číslo karty: %s"
"Switch/Solo card start Date: %s/%s","Přepínač/Samostatné počáteční datum: %s/%s"
"Switch/Solo/Maestro Only","Pouze Switch/Solo/Maestro"
"Switch/Solo/Maestro(UK Domestic) Only","Switch/Solo/Maestro(pouze pro občany UK)"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro (pouze pro občany UK) číslo karty: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro (pouze pro občany UK) datum vydání karty: %s/%s"
"Synchronization is required.","Je vyžadována synchronizace."
"Synchronization of media storages has been successfully completed.","Synchronizace úložiště médii dokončena."
"Synchronize","Synchronizovat"
"Synchronizing %s to %s","Synchronizace %s do %s"
"Synchronizing...","Synchronizuji..."
"System","Systém"
"System Section","Systém"
"System busy","Systém je zaneprázdněn"
"T-Shirts","Trička"
"Tags","Štítky"
"Target","Cíl"
"Target Path","Cílová cesta"
"Tax","DPH"
"Tb","Tb"
"Tell a Friend","Poslat známému"
"Template","Šablona"
"Template Content","Obsah šablony"
"Template Information","Informace o šabloně"
"Template Name","Jméno šablony"
"Template Styles","Šablony stylu"
"Template Subject","Předmět šablony"
"Template Type","Typ šablony"
"Temporary (302)","Dočasné (302)"
"Terms and Conditions","Pravidla a podmínky"
"Text","Text"
"Tier Price","Cenové hladiny"
"The Catalog Rewrites were refreshed.","Přepis katalogu byl obnoven."
"The CatalogInventory Stock Status has been rebuilt.","Stav skladu katalogu byl přegenerován."
"The Comment Text field cannot be empty.","Pole komentáře nesmí být prázdné."
"The Flat Catalog Product was rebuilt","Flat katalog produktů byl přegenerován"
"The JavaScript/CSS cache has been cleaned.","Vyrovnávací paměť (cache) JavaScriptu/CSS byla smazána."
"The JavaScript/CSS cache has been cleared.","Vyrovnávací paměť (cache) JavaScriptu/CSS byla smazána."
"The Layered Navigation indexing has been queued.","Indexování vrstvy navigace je ve frontě."
"The Layered Navigation indexing queue has been canceled.","Indexování vrstvy navigace bylo zrušeno."
"The Layered Navigation indices were refreshed.","Proběhla obnova vrstvy navigace."
"The Layered Navigation process has been queued to be killed.","Fronta vrstvy navigace byla ukončena."
"The Magento cache storage has been flushed.","Vyrovnávací paměť (cache) Magenta byla vyčištěna."
"The URL Rewrite has been deleted.","Url alias byl smazán."
"The URL Rewrite has been saved.","Url alias byl uložen."
"The account has been saved.","Účet byl uložen."
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","Archiv může být rozbalen <a href=""%s"">%s</a> v okně systému"
"The attribute set has been removed.","Množina vlastností byla odebrána."
"The backup has been created.","Záloha byla vytvořena."
"The billing agreement has been canceled.","Platební podmínky byly zrušeny."
"The billing agreement has been deleted.","Platební podmínky byly smazány."
"The cache storage has been flushed.","Vyrovnávací paměť (cache) obchodu byla vyprázdněna."
"The card has failed verification with the issuer bank.","Selhalo ověření karty u jejího vydavatele."
"The carrier needs to be specified.","Musí být vybrán způsob dopravy."
"The catalog index has been rebuilt.","Index katalogu byl obnoven."
"The catalog rewrites have been refreshed.","Přepis katalogu byl obnoven."
"The configuration has been saved.","Nastavení bylo uloženo."
"The credit memo has been canceled.","Dobropis byl zrušen."
"The credit memo has been created.","Dobropis byl vytvořen."
"The credit memo has been voided.","Dobropis byl vynulován."
"The custom variable has been deleted.","Vlastní proměnné byly smazány."
"The custom variable has been saved.","Vlastní proměnné byly uloženy."
"The customer has been deleted.","Zákazník byl smazán."
"The customer has been saved.","Zákazník byl uložen."
"The design change has been deleted.","Změna vzhledu byla smazána."
"The design change has been saved.","Změna vzhledu byla uložena."
"The email address is empty.","Emailová adresa je prázdná."
"The email template has been deleted.","Šablona emailu byla smazána."
"The email template has been saved.","Šablona emailu byla uložena."
"The flat catalog category has been rebuilt.","Flat katalog kategorií byl byl přegenerován."
"The group node name must be specified with field node name.","Jméno skupiny uzlů musí být specifikováno v poli jméno uzlu."
"The image cache was cleaned.","Vyrovnávací paměť (cache) obrázků byla smazána."
"The image cache was cleared.","Cache obrázků byla smazána."
"The information in this tab has been changed.","Informace v této záložce byly změněny."
"The invoice and shipment have been created.","Faktura a zásilka byla úspěšně vytvořena."
"The invoice has been canceled.","Faktura byla zrušena."
"The invoice has been captured.","Faktura byla zachycena."
"The invoice has been created.","Faktura byla vytvořena."
"The invoice has been voided.","Faktura byla zrušena."
"The invoice no longer exists.","Faktura již neexistuje."
"The order does not allow creating an invoice.","Objednávka neumožňuje vytvořit fakturu."
"The order no longer exists.","Objednávka již neexistuje."
"The poll has been deleted.","Profil byl smazán."
"The poll has been saved.","Anketa byla uložena."
"The profile has been deleted.","Profil byl smazán."
"The profile has been saved.","Profil byl uložen."
"The profile has been updated.","Profil byl aktualizován."
"The profile has no changes.","Profil beze změn."
"The rating has been deleted.","Hodnocení bylo smazáno."
"The rating has been saved.","Hodnocení bylo uloženo."
"The role has been deleted.","Role byla smazána."
"The role has been saved.","Role byla uložena."
"The role has been successfully saved.","Role byla úspěšně uložena."
"The search index has been rebuilt.","Vyhledávací index byl přegenerován."
"The shipment has been created.","Zásilka byla vytvořena."
"The shipment has been sent.","Zásilka byla odeslána."
"The tag has been deleted.","Štítek byl smazán."
"The tag has been saved.","Štítek byl uložen."
"The user has been deleted.","Uživatel byl smazán."
"The user has been saved.","Uživatel byl uložen."
"Theme has been saved.","Téma bylo uloženo."
"Themes JavaScript and CSS files combined to one file.","Zkombinovat JavaScript a css soubory témata do jednoho souboru."
"There has been wrong payment information submitted or time limit has expired. Please, try again.","Došlo k chybné informaci o platbě, nebo byla překročena časová lhůta. Prosím zkuste to znovu."
"There is an error in one of the option rows.","Chyba v jedné z možností řádku."
"This Account is","Tento účet je"
"This Email template no longer exists.","Tato emailová šablona již neexistuje."
"This Role no longer exists","Tento role již neexistuje"
"This Role no longer exists.","Tato role již neexistuje."
"This account is","Tento účet je"
"This account is inactive.","Tento účet je neaktivní."
"This attribute set does not have attributes which we can use for configurable product","Tato množina atributů neobsahuje atributy které mohou být použity pro konfigurovatelný produkt"
"This attribute shares the same value in all the stores","Tato vlastnost sdílí tu samou hodnotu ve všech obchodech"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","Toto je ukázkový obchod. Veškeré učiněné objednávky v tomto obchodě nebudou placeny ani vyřízeny."
"This is a required field.","Toto pole je povinné."
"This product is currently disabled.","Tento produkt je v současné době zakázán."
"This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed.","Tato sestava je závislá na nastavení časového pásma. Pokud změníte časové pásmo, je potřeba nechat obnovit statistiky."
"This section is not allowed.","Tato sekce není povolená."
"This tab contains invalid data. Please solve the problem before saving.","Tato záložka obsahuje chybná data. Odstraňte je prosím před uložením."
"This user no longer exists.","Tento uživatel již neexistuje."
"Thumbnail","Náhled"
"Time","Čas"
"Time selection:","Výběr času:"
"Time:","Čas:"
"Timeout limit for response from synchronize process was reached.","Bylo dosaženo časového limitu na synchronizaci."
"Title bar","Záhlaví"
"To","Do"
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.","Chcete-li zrušit částku čekající na schválení a uvolnit částky, které byli již zpracovány v průběhu této platby, klepněte na Zrušit."
"To use Payflow Link, you must configure your Payflow Link account on the Paypal website.","Pro použití Payflow Link, musíte nastavit svůj účet Payflow Link na stránce Paypal."
"Toggle Editor","Přepnout editor"
"Tools","Nástroje"
"Top 5 Search Terms","Nejvyhledávanějších 5 výrazů"
"Total","Celkem"
"Total %d records found","Celkem nalezeno záznamů: %d"
"Total Invoiced","Celkem fakturováno"
"Total Order Amount","Celkové množství objednávek"
"Total Refunded","Celkem zaplaceno"
"Total of %d record(s) have been deleted.","Celkem smazaných záznamů: %d."
"Total of %d record(s) have been updated.","Celkem aktualizovaných záznamů: %d."
"Total of %d record(s) were canceled.","Celkem zrušených záznamů: %d."
"Track Order","Sledovat objednávku"
"Track this shipment","Sledovat zásilku"
"Tracking number %s for %s assigned","Číslo pro sledování %s pro %s přiřazeno"
"Tracking number cannot be empty.","Sledovací číslo nesmí být prázdné."
"Transaction Data","Transakční data"
"Transaction Details","Podrobnosti transakce"
"Transaction ID","ID transakce"
"Transaction Type","Typ transakce"
"Transactional Emails","Transakční emaily"
"Transactions","Transakce"
"Try Magento Go for Free","Vyzkoušejte Magento Go zdarma"
"Type","Typ"
"Type:","Typ:"
"URL Rewrite","Přepis url"
"URL Rewrite Information","Informace o url aliasech"
"URL Rewrite Management","Správa přepisů URL"
"Unable to cancel the credit memo.","Dobropis nelze zrušit."
"Unable to find a Email Template to delete.","Šablonu nelze smazat (nebyla nalezena)."
"Unable to find a poll to delete.","Nelze najít anketu ke smazání."
"Unable to find a tag to delete.","Nenalezen štítek ke smazání."
"Unable to find a user to delete.","Nenalezen uživatel ke smazání."
"Unable to initialize import model","Nelze inicializovat importní model"
"Unable to refresh lifetime statistics.","Nepodařilo se obnovit životnost statistiky."
"Unable to refresh recent statistics.","Nelze aktualizovat poslední statistiky."
"Unable to save the cron expression.","Nelze uložit výraz do Cronu."
"Unable to save the invoice.","Fakturu nelze uložit."
"Unable to send the invoice email.","Nelze odeslat fakturační email."
"Unable to send the shipment email.","Nelze odeslat informace o zásilce."
"Unable to void the credit memo.","Dobropis nelze zrušit."
"Unknown","Neznámý"
"Unknown Error","Neznámá chyba"
"Unknown Error.","Neznámá chyba."
"Unlimited","Neomezeno"
"Unselect All","Odznačit vše"
"Unselect Visible","Odznačit viditelné"
"Update","Aktualizovat"
"Update Preview","Aktualizovat náhled"
"Updated At","Aktualizovat v"
"Upload File","Nahrát soubor"
"Upload Files","Nahrát soubory"
"Upload HTTP Error","HTTP chyba při nahrávání"
"Upload I/O Error","I/O chyba při nahrávání"
"Upload Security Error","Bezpečnostní chyba při nahrávání"
"Upload import file","Nahrát importní soubor"
"Use All Available Attributes","Použít všechny dostupné atributy"
"Use Config Settings","Použijte konfiguraci nastavení"
"Use Default","Použít výchozí"
"Use Default Value","Použít výchozí hodnotu"
"Use Default Variable Values","Použít výchozí hodnoty proměnných"
"Use Silent Post:","Použít tichý příspěvek:"
"Use Website","Použít webové stránky"
"Used Currently For","Používané v současné době pro"
"Used as Default For","Použít jako výchozí pro"
"User","Uživatel"
"User Email","Email uživatele"
"User ID","ID uživatele"
"User Info","Info o uživateli"
"User Information","Informace o uživateli"
"User Name","Uživatelské jméno"
"User Name is required field.","Uživatelské jméno je vyžadovaná položka."
"User Name:","Uživatelské jméno:"
"User Role","Role uživatele"
"User Roles","Role uživatele"
"User Roles Information","informace o rolích uživatele"
"User name","Uživatelské jméno"
"Users","Uživatelé"
"Validation Results","Výsledky ověření"
"Value","Hodnota"
"Value Delimiter:","Oddělovač hodnot:"
"Variable","Proměnná"
"Variable Code","Kód proměnné"
"Variable HTML Value","Hodnota proměnné HTML"
"Variable ID","ID proměnné"
"Variable Name","Jméno proměnné"
"Variable Plain Value","Hodnota proměnné"
"Verification Failed","Ověření selhalo"
"Verification Successful","Ověření bylo úspěšné"
"Verification cannot be processed","Ověření nemůže být zpracováno"
"View","Pohled"
"View Actions XML","Zobrazit události XML"
"View Details","Zobrazit podrobnosti"
"View Full Size","Zobrazit v plné velikosti"
"View Gallery","Zobrazit galerii"
"View Memo","Zobrazit poznámku"
"View Memo for #%s","Zobrazit poznámku pro %s"
"View Shipment","Zobrazit zásilku"
"View Statistics For","Zobrazit statistiku pro"
"Visibility:","Viditelnost:"
"Warning! Empty value can cause problems with CSV format.","Upozornění! Prázdná hodnota může způsobit problémy s CSV formátem."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Pozor!\r\nTato akce odstraní tohoto uživatele ze všech přiřazených rolí\r\nJste si jisti?"
